version,folder_id,folder_path,filename,relative_path,size_bytes,sha256,content_type,created_date,file_id
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00001.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00001.jpg,433022,2e689ef2757f55461ce6701f9c26e8c993aa6e97548082aab0513db5aa4bc832,image/jpeg,2025-01-25T19:09:03.915Z,183f8985-91c0-441d-8464-d7fe24af942d
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00002.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00002.jpg,432676,2ca979af9953ccf0872646a2cc6e66fa5409b4089295616da473f31f0351b3e4,image/jpeg,2025-01-25T19:08:59.742Z,932872ee-8498-4209-8bde-92f50a269dec
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00003.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00003.jpg,198917,d3ce85f9ddba3b11fe1848badf3698de2949081a681dbd5f2393c2650319d937,image/jpeg,2025-01-25T19:09:03.493Z,defa977d-421c-4870-a098-0801df5f74ec
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00004.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00004.jpg,195637,c32544453e75ec19ca52e7f07635c061411711bf2fe74ec3de1eaf7f320e0b99,image/jpeg,2025-01-25T19:09:07.758Z,4c2171d4-0172-4cc2-a1e6-46d6960dce4a
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00005.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00005.jpg,203263,72bf05944d04d4601e118126a7b37ab7d7610e0d2957ad19cc7af3a20022a131,image/jpeg,2025-01-25T19:09:10.371Z,2e96cc90-0a24-4d30-a02d-dfe1751258e6
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00006.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00006.jpg,164498,aeae41c29b6224388d7fb3cdae5ace81ebc523f22370cc7503675a0dfafba5e6,image/jpeg,2025-01-25T19:09:14.064Z,cc4289ee-7eb7-43ac-80f5-15714bb724a6
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00007.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00007.jpg,370478,ecbc8f0f48ad8f37cd74f1146716761095d5534f48064b7ecdebd2e96918b10e,image/jpeg,2025-01-25T19:09:10.976Z,7c3cd2c5-ab19-4197-878e-e1acfa29eb6f
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00008.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00008.jpg,334948,42f72e312a10eecb24150fa85378e748a978b75b78c3499682e5199e93fe252b,image/jpeg,2025-01-25T19:09:18.065Z,65364515-794f-40a8-a117-6e2d15474ec6
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00009.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00009.jpg,299323,8ecb3d2268a554a025377c79f36cf19af605b7acb721ed2ff6fde67e7437f9fc,image/jpeg,2025-01-25T19:09:21.42Z,fbbeb09c-6b21-4a93-855c-cee4ab74a8d1
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00010.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00010.jpg,400393,17d5705b9fe34bf00ba491ce6f1c807060fd7e0b2dd855db993201522a8d20a2,image/jpeg,2025-01-25T19:09:07.741Z,461261e0-90d8-4e99-a5fd-70de08c0171f
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00011.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00011.jpg,314331,04da42a3be8a0eb81f5f81aae342a812134d5dafec1154f42e4518b5329ef0b4,image/jpeg,2025-01-25T19:09:10.452Z,e0fbd0ba-b9f2-4136-a86f-b4d2a0bef137
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00012.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00012.jpg,306581,5ed1719f0fce149c090c1f5cff3eb28323a70cdfeb1d846e6a6a990746c76619,image/jpeg,2025-01-25T19:09:14.047Z,ed6a9e4f-5b4a-45aa-880c-dcdaecb53086
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00013.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00013.jpg,210407,dea7648f54fe0acc1bd64987fcd45747fe2581d1dbbb1412b1c2eddbc3def621,image/jpeg,2025-01-25T19:09:11.113Z,8f97fac2-4388-4d13-9b6e-f0e98558d502
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00014.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00014.jpg,204346,98b5fa7f3a4cadd8c8b8bec4f9e6c2e2d5a238b6cdc7ea5329f756dee8cb9037,image/jpeg,2025-01-25T19:09:07.501Z,aadf2656-ac06-4617-9ee2-136b6c8eda41
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00015.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00015.jpg,224830,3d7f28062d6eed0b12391aba156dfe92dd43fe376b803e9fb3f28edb132699ad,image/jpeg,2025-01-25T19:09:03.602Z,736eb337-123f-4bbe-b759-192735610a07
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00016.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00016.jpg,214995,9ec83922bda6211ae9bf69fcf13da487b043879fa11f6fa882fe554207ba7446,image/jpeg,2025-01-25T19:08:59.402Z,4ad24d9c-0fc5-4fe7-b9f0-8397c6bbdc31
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00017.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00017.jpg,164685,cea0a71b0730f344dfa500e14b6b5b3ceab82921ae49b5e833af26feb4c0bf90,image/jpeg,2025-01-25T19:09:03.441Z,03c41ca2-d437-41f8-8d71-775587ca2be0
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00018.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00018.jpg,194321,bbb609f340fb2ab5675bf638a2c2fefd3ed6581960e4ad479fbdc26a7fcf4164,image/jpeg,2025-01-25T19:09:25.037Z,bcf14196-8e08-4d6f-a215-c4b285d6df89
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00019.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00019.jpg,187886,ccfb3cf1713bab1a61162936c4892bf1def8189cbf68efeaab950200ac89b966,image/jpeg,2025-01-25T19:09:21.56Z,22e50cc9-e87d-4386-a23a-83b29a0a7d69
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00020.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00020.jpg,198077,790b648f5cce42be57d10531e295c52f4cbc4a6c6c32b98abd000c028e345a19,image/jpeg,2025-01-25T19:09:17.947Z,640f9ad6-b920-45e8-a9da-e2c7e2943b95
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00021.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00021.jpg,188332,bba4fa256a54be5d827ccf76628c38aad956dc4249fb9a78e9ffdf24d58d8e2c,image/jpeg,2025-01-25T19:09:21.379Z,66e94887-10d7-4b14-847c-86843eee0a5d
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00022.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00022.jpg,168039,1bb07013ca92ed2afa6217d4bd46e5f7a6c2cdb486e9de56ac6c12001fcc2007,image/jpeg,2025-01-25T19:09:17.782Z,c61523b1-b61e-480a-b580-2e3adf8a735e
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00023.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00023.jpg,190569,24c2da4a4122aed63e0fc212909b90761ba79a03f6909a6527fd6beebbc9a7db,image/jpeg,2025-01-25T19:09:14.21Z,4515164a-dcfb-4b54-9e5c-917b1a3fdea8
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00024.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00024.jpg,196371,eaed4db0938b1439abcefdf2cf76519eb53016b340eac203a7daeb95b52bf9a1,image/jpeg,2025-01-25T19:09:25Z,a8f330af-58fd-4a55-9940-0fdc05908275
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00025.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00025.jpg,219311,ae0c8c5f64082a266d504aee6cdecfcf5e863ccf9a9057560e97fa09f08c6d7c,image/jpeg,2025-01-25T19:09:21.73Z,8af7bf34-7162-411a-bde5-923339a9eb01
3,3fb19a4b-e136-4ec8-b4d4-0c1a73d23bab,1. Tea algal leaf spot,tea_algal_leaf_spot_00026.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00026.jpg,292441,fad32900d30e76cb22b2b0accf1b07a85b52c9a0d32d1d771218dd3d6e6174d7,image/jpeg,2025-01-25T19:09:25.219Z,0c096158-1efe-4a93-ab55-f3422ab1ccf7
