version,folder_id,folder_path,filename,relative_path,size_bytes,sha256,content_type,created_date,file_id
4,root,,read_me.pdf,read_me.pdf,186749,f9e64e7d640120ddae2c52dfb5d948c0228840d9a3fb8fa9e32a01d43f411685,application/pdf,2025-04-11T11:58:12.612Z,c47b4b27-2fc1-42a9-a922-8be385e82050
4,25eae2ee-b9c3-42df-bea7-4fa9f62c5538,1. Tea algal leaf spot,tea_algal_leaf_spot_00001.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00001.jpg,433022,2e689ef2757f55461ce6701f9c26e8c993aa6e97548082aab0513db5aa4bc832,image/jpeg,2025-04-11T11:42:04.405Z,9e2acfa5-0d2d-444a-9327-87ee1ac80627
4,25eae2ee-b9c3-42df-bea7-4fa9f62c5538,1. Tea algal leaf spot,tea_algal_leaf_spot_00002.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00002.jpg,432676,2ca979af9953ccf0872646a2cc6e66fa5409b4089295616da473f31f0351b3e4,image/jpeg,2025-04-11T11:42:04.447Z,13f14521-449f-4ac1-bf44-532b43b154f0
4,25eae2ee-b9c3-42df-bea7-4fa9f62c5538,1. Tea algal leaf spot,tea_algal_leaf_spot_00003.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00003.jpg,198917,d3ce85f9ddba3b11fe1848badf3698de2949081a681dbd5f2393c2650319d937,image/jpeg,2025-04-11T11:42:03.208Z,1bd96e3a-d4fd-4546-80a8-ac0e9cf07156
4,25eae2ee-b9c3-42df-bea7-4fa9f62c5538,1. Tea algal leaf spot,tea_algal_leaf_spot_00004.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00004.jpg,195637,c32544453e75ec19ca52e7f07635c061411711bf2fe74ec3de1eaf7f320e0b99,image/jpeg,2025-04-11T11:42:03.125Z,5f817675-d3ac-419e-ab13-17fad07d8154
4,25eae2ee-b9c3-42df-bea7-4fa9f62c5538,1. Tea algal leaf spot,tea_algal_leaf_spot_00005.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00005.jpg,203263,72bf05944d04d4601e118126a7b37ab7d7610e0d2957ad19cc7af3a20022a131,image/jpeg,2025-04-11T11:42:02.66Z,67fc368e-940a-4266-94b1-9839c590b98a
4,25eae2ee-b9c3-42df-bea7-4fa9f62c5538,1. Tea algal leaf spot,tea_algal_leaf_spot_00006.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00006.jpg,164498,aeae41c29b6224388d7fb3cdae5ace81ebc523f22370cc7503675a0dfafba5e6,image/jpeg,2025-04-11T11:42:03.107Z,7a14a889-39cf-4923-b8b9-3e335aa9c55b
4,25eae2ee-b9c3-42df-bea7-4fa9f62c5538,1. Tea algal leaf spot,tea_algal_leaf_spot_00007.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00007.jpg,370478,ecbc8f0f48ad8f37cd74f1146716761095d5534f48064b7ecdebd2e96918b10e,image/jpeg,2025-04-11T11:42:03.944Z,573e7038-b43a-45fa-aa71-534cea566c19
4,25eae2ee-b9c3-42df-bea7-4fa9f62c5538,1. Tea algal leaf spot,tea_algal_leaf_spot_00008.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00008.jpg,334948,42f72e312a10eecb24150fa85378e748a978b75b78c3499682e5199e93fe252b,image/jpeg,2025-04-11T11:42:03.741Z,e9f2c5fa-812b-416c-b93a-378dd3ec7cbb
4,25eae2ee-b9c3-42df-bea7-4fa9f62c5538,1. Tea algal leaf spot,tea_algal_leaf_spot_00009.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00009.jpg,299323,8ecb3d2268a554a025377c79f36cf19af605b7acb721ed2ff6fde67e7437f9fc,image/jpeg,2025-04-11T11:42:03.961Z,cda6e25a-e39f-4d50-b3b6-e88225331d9b
